frame_num,pmu_id,stream_id,frame_score,normalized_score,rule_severity,classification,final_severity,confidence,assessment,corrupted,rules_triggered,cyber_score,fault_score,disturbance_score,disturbance_raw_score,suspicious_count,dominant_reason
1379,1,1,2.44,0.0244,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.88,0.0,8.21,0,Stable stream with no material anomaly indicators
1380,1,1,2.51,0.0251,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.02,0.0,8.43,0,Stable stream with no material anomaly indicators
1381,1,1,2.51,0.0251,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.02,0.0,8.43,0,Stable stream with no material anomaly indicators
1382,1,1,2.36,0.0236,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.71,0.0,7.92,0,Stable stream with no material anomaly indicators
1383,1,1,2.34,0.0234,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.68,0.0,7.86,0,Stable stream with no material anomaly indicators
1384,1,1,2.14,0.0214,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.28,0.0,7.2,0,Stable stream with no material anomaly indicators
1385,1,1,2.11,0.0211,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.21,0.0,7.08,0,Stable stream with no material anomaly indicators
1386,1,1,2.4,0.024,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.8,0.0,8.07,0,Stable stream with no material anomaly indicators
1387,1,1,2.28,0.0228,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.56,0.0,7.67,0,Stable stream with no material anomaly indicators
1388,1,1,2.32,0.0232,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.64,0.0,7.8,0,Stable stream with no material anomaly indicators
1389,1,1,2.25,0.0225,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.5,0.0,7.57,0,Stable stream with no material anomaly indicators
1390,1,1,2.19,0.0219,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.38,0.0,7.36,0,Stable stream with no material anomaly indicators
1391,1,1,2.32,0.0232,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.64,0.0,7.79,0,Stable stream with no material anomaly indicators
1392,1,1,2.25,0.0225,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.5,0.0,7.56,0,Stable stream with no material anomaly indicators
1393,1,1,2.26,0.0226,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.52,0.0,7.59,0,Stable stream with no material anomaly indicators
1394,1,1,2.16,0.0216,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.31,0.0,7.25,0,Stable stream with no material anomaly indicators
1395,1,1,2.26,0.0226,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.53,0.0,7.61,0,Stable stream with no material anomaly indicators
1396,1,1,2.34,0.0234,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.68,0.0,7.86,0,Stable stream with no material anomaly indicators
1397,1,1,2.25,0.0225,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.5,0.0,7.57,0,Stable stream with no material anomaly indicators
1398,1,1,2.13,0.0213,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.27,0.0,7.17,0,Stable stream with no material anomaly indicators
1399,1,1,2.16,0.0216,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.33,0.0,7.27,0,Stable stream with no material anomaly indicators
1400,1,1,2.25,0.0225,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.5,0.0,7.57,0,Stable stream with no material anomaly indicators
1401,1,1,2.53,0.0253,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.05,0.0,8.49,0,Stable stream with no material anomaly indicators
1402,1,1,2.44,0.0244,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.87,0.0,8.19,0,Stable stream with no material anomaly indicators
1403,1,1,2.2,0.022,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.4,0.0,7.39,0,Stable stream with no material anomaly indicators
1404,1,1,2.28,0.0228,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.55,0.0,7.65,0,Stable stream with no material anomaly indicators
1405,1,1,2.13,0.0213,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.27,0.0,7.17,0,Stable stream with no material anomaly indicators
1406,1,1,2.67,0.0267,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.34,0.0,8.97,0,Stable stream with no material anomaly indicators
1407,1,1,2.64,0.0264,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.27,0.0,8.86,0,Stable stream with no material anomaly indicators
1408,1,1,2.35,0.0235,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.7,0.0,7.9,0,Stable stream with no material anomaly indicators
1409,1,1,2.21,0.0221,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.43,0.0,7.44,0,Stable stream with no material anomaly indicators
1410,1,1,2.35,0.0235,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.71,0.0,7.91,0,Stable stream with no material anomaly indicators
1411,1,1,3.23,0.0323,NORMAL,NORMAL,NORMAL,0.93,NORMAL,False,,0.0,6.46,0.0,10.86,0,Stable stream with no material anomaly indicators
1412,1,1,2.9,0.029,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.8,0.0,9.74,0,Stable stream with no material anomaly indicators
1413,1,1,2.4,0.024,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.8,0.0,8.07,0,Stable stream with no material anomaly indicators
1414,1,1,2.43,0.0243,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.86,0.0,8.17,0,Stable stream with no material anomaly indicators
1415,1,1,2.35,0.0235,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.71,0.0,7.91,0,Stable stream with no material anomaly indicators
1416,1,1,2.49,0.0249,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.97,0.0,8.36,0,Stable stream with no material anomaly indicators
1417,1,1,2.65,0.0265,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.3,0.0,8.9,0,Stable stream with no material anomaly indicators
1418,1,1,2.43,0.0243,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.87,0.0,8.18,0,Stable stream with no material anomaly indicators
1419,1,1,2.27,0.0227,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.53,0.0,7.62,0,Stable stream with no material anomaly indicators
1420,1,1,2.16,0.0216,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.32,0.0,7.26,0,Stable stream with no material anomaly indicators
1421,1,1,2.61,0.0261,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.22,0.0,8.77,0,Stable stream with no material anomaly indicators
1422,1,1,2.48,0.0248,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.95,0.0,8.32,0,Stable stream with no material anomaly indicators
1423,1,1,2.31,0.0231,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.62,0.0,7.76,0,Stable stream with no material anomaly indicators
1424,1,1,2.3,0.023,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.6,0.0,7.73,0,Stable stream with no material anomaly indicators
1425,1,1,2.31,0.0231,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.62,0.0,7.76,0,Stable stream with no material anomaly indicators
1426,1,1,2.64,0.0264,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.27,0.0,8.86,0,Stable stream with no material anomaly indicators
1427,1,1,2.52,0.0252,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.03,0.0,8.46,0,Stable stream with no material anomaly indicators
1428,1,1,2.3,0.023,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.6,0.0,7.73,0,Stable stream with no material anomaly indicators
1429,1,1,2.23,0.0223,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.47,0.0,7.51,0,Stable stream with no material anomaly indicators
1430,1,1,2.28,0.0228,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.57,0.0,7.68,0,Stable stream with no material anomaly indicators
1431,1,1,2.77,0.0277,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.55,0.0,9.32,0,Stable stream with no material anomaly indicators
1432,1,1,2.77,0.0277,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.53,0.0,9.3,0,Stable stream with no material anomaly indicators
1433,1,1,2.27,0.0227,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.53,0.0,7.62,0,Stable stream with no material anomaly indicators
1434,1,1,2.26,0.0226,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.51,0.0,7.58,0,Stable stream with no material anomaly indicators
1435,1,1,2.24,0.0224,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.49,0.0,7.54,0,Stable stream with no material anomaly indicators
1436,1,1,2.6,0.026,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.19,0.0,8.73,0,Stable stream with no material anomaly indicators
1437,1,1,2.51,0.0251,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.03,0.0,8.45,0,Stable stream with no material anomaly indicators
1438,1,1,2.31,0.0231,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.62,0.0,7.76,0,Stable stream with no material anomaly indicators
1439,1,1,2.34,0.0234,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.69,0.0,7.88,0,Stable stream with no material anomaly indicators
1440,1,1,2.16,0.0216,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.31,0.0,7.25,0,Stable stream with no material anomaly indicators
1441,1,1,2.34,0.0234,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.69,0.0,7.88,0,Stable stream with no material anomaly indicators
1442,1,1,2.32,0.0232,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.64,0.0,7.8,0,Stable stream with no material anomaly indicators
1443,1,1,2.21,0.0221,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.41,0.0,7.42,0,Stable stream with no material anomaly indicators
1444,1,1,2.08,0.0208,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.16,0.0,7.0,0,Stable stream with no material anomaly indicators
1445,1,1,2.19,0.0219,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.39,0.0,7.37,0,Stable stream with no material anomaly indicators
1446,1,1,2.7,0.027,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.39,0.0,9.06,0,Stable stream with no material anomaly indicators
1447,1,1,2.43,0.0243,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.86,0.0,8.16,0,Stable stream with no material anomaly indicators
1448,1,1,2.41,0.0241,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.83,0.0,8.11,0,Stable stream with no material anomaly indicators
1449,1,1,2.26,0.0226,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.52,0.0,7.59,0,Stable stream with no material anomaly indicators
1450,1,1,2.19,0.0219,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.38,0.0,7.36,0,Stable stream with no material anomaly indicators
1451,1,1,2.36,0.0236,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.71,0.0,7.92,0,Stable stream with no material anomaly indicators
1452,1,1,2.4,0.024,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.8,0.0,8.07,0,Stable stream with no material anomaly indicators
1453,1,1,2.39,0.0239,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.79,0.0,8.05,0,Stable stream with no material anomaly indicators
1454,1,1,2.17,0.0217,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.34,0.0,7.29,0,Stable stream with no material anomaly indicators
1455,1,1,2.14,0.0214,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.28,0.0,7.2,0,Stable stream with no material anomaly indicators
1456,1,1,2.83,0.0283,NORMAL,NORMAL,NORMAL,0.94,NORMAL,False,,0.0,5.66,0.0,9.52,0,Stable stream with no material anomaly indicators
1457,1,1,2.43,0.0243,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.86,0.0,8.16,0,Stable stream with no material anomaly indicators
1458,1,1,2.39,0.0239,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.78,0.0,8.03,0,Stable stream with no material anomaly indicators
1459,1,1,2.24,0.0224,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.47,0.0,7.52,0,Stable stream with no material anomaly indicators
1460,1,1,2.17,0.0217,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.35,0.0,7.31,0,Stable stream with no material anomaly indicators
1461,1,1,2.33,0.0233,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.66,0.0,7.83,0,Stable stream with no material anomaly indicators
1462,1,1,2.3,0.023,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.6,0.0,7.73,0,Stable stream with no material anomaly indicators
1463,1,1,2.3,0.023,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.59,0.0,7.72,0,Stable stream with no material anomaly indicators
1464,1,1,2.18,0.0218,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.36,0.0,7.33,0,Stable stream with no material anomaly indicators
1465,1,1,2.25,0.0225,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.5,0.0,7.56,0,Stable stream with no material anomaly indicators
1466,1,1,2.48,0.0248,NORMAL,NORMAL,NORMAL,0.95,NORMAL,False,,0.0,4.95,0.0,8.32,0,Stable stream with no material anomaly indicators
1467,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,70.68,70.68,0,Sustained physical disturbance without cyber indicators
1468,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,72.11,72.11,0,Sustained physical disturbance without cyber indicators
1469,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,74.19,74.19,0,Sustained physical disturbance without cyber indicators
1470,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30;PHYS_ANGLE_31,10.0,100.0,74.55,74.55,0,Sustained physical disturbance without cyber indicators
1471,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30;PHYS_ANGLE_31,10.0,100.0,74.52,74.52,0,Sustained physical disturbance without cyber indicators
1472,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,75.38,75.38,0,Sustained physical disturbance without cyber indicators
1473,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_SMOOTH_27;PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,75.64,75.64,0,Sustained physical disturbance without cyber indicators
1474,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,65.89,65.89,0,Sustained physical disturbance without cyber indicators
1475,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,65.8,65.8,0,Sustained physical disturbance without cyber indicators
1476,1,1,51.5,0.515,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,100.0,63.51,63.51,0,Sustained physical disturbance without cyber indicators
1477,1,1,42.5,0.425,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,82,61.6,61.6,0,Sustained physical disturbance without cyber indicators
1478,1,1,42.5,0.425,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,82,59.43,59.43,0,Sustained physical disturbance without cyber indicators
1479,1,1,42.5,0.425,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,82,58.51,58.51,0,Sustained physical disturbance without cyber indicators
1480,1,1,42.5,0.425,CRITICAL,FAULT,HIGH,0.99,HIGHLY SUSPICIOUS,False,PHYS_VOLTAGE_DRIFT_46;PHYS_CURRENT_DRIFT_47;PHYS_VIMB_29;PHYS_CIMB_30,10.0,82,58.35,58.35,0,Sustained physical disturbance without cyber indicators
1481,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.79,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,34.49,40.58,40.58,0,Sustained physical disturbance without cyber indicators
1482,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.73,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.76,29.13,29.13,0,Sustained physical disturbance without cyber indicators
1483,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.6,28.94,28.94,0,Sustained physical disturbance without cyber indicators
1484,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.14,28.4,28.4,0,Sustained physical disturbance without cyber indicators
1485,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.83,28.03,28.03,0,Sustained physical disturbance without cyber indicators
1486,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.73,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,25.19,29.64,29.64,0,Sustained physical disturbance without cyber indicators
1487,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.73,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.93,29.33,29.33,0,Sustained physical disturbance without cyber indicators
1488,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.16,28.42,28.42,0,Sustained physical disturbance without cyber indicators
1489,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.16,28.42,28.42,0,Sustained physical disturbance without cyber indicators
1490,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30;PHYS_ANGLE_31,10.0,23.83,28.04,28.04,0,Sustained physical disturbance without cyber indicators
1491,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.63,27.8,27.8,0,Sustained physical disturbance without cyber indicators
1492,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.59,27.75,27.75,0,Sustained physical disturbance without cyber indicators
1493,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.47,27.61,27.61,0,Sustained physical disturbance without cyber indicators
1494,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.71,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30;PHYS_ANGLE_31,10.0,22.99,27.05,27.05,0,Sustained physical disturbance without cyber indicators
1495,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.71,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,22.82,26.85,26.85,0,Sustained physical disturbance without cyber indicators
1496,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.73,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.77,29.14,29.14,0,Sustained physical disturbance without cyber indicators
1497,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.18,28.45,28.45,0,Sustained physical disturbance without cyber indicators
1498,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.32,28.61,28.61,0,Sustained physical disturbance without cyber indicators
1499,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.74,27.93,27.93,0,Sustained physical disturbance without cyber indicators
1500,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.49,27.63,27.63,0,Sustained physical disturbance without cyber indicators
1501,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.22,28.5,28.5,0,Sustained physical disturbance without cyber indicators
1502,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.73,27.92,27.92,0,Sustained physical disturbance without cyber indicators
1503,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.32,27.44,27.44,0,Sustained physical disturbance without cyber indicators
1504,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.41,27.54,27.54,0,Sustained physical disturbance without cyber indicators
1505,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.09,27.16,27.16,0,Sustained physical disturbance without cyber indicators
1506,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.76,27.95,27.95,0,Sustained physical disturbance without cyber indicators
1507,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.83,28.04,28.04,0,Sustained physical disturbance without cyber indicators
1508,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.54,27.7,27.7,0,Sustained physical disturbance without cyber indicators
1509,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.19,27.28,27.28,0,Sustained physical disturbance without cyber indicators
1510,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.3,27.41,27.41,0,Sustained physical disturbance without cyber indicators
1511,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.87,28.08,28.08,0,Sustained physical disturbance without cyber indicators
1512,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.59,27.75,27.75,0,Sustained physical disturbance without cyber indicators
1513,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.48,27.62,27.62,0,Sustained physical disturbance without cyber indicators
1514,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.32,27.43,27.43,0,Sustained physical disturbance without cyber indicators
1515,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.35,27.47,27.47,0,Sustained physical disturbance without cyber indicators
1516,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.71,27.9,27.9,0,Sustained physical disturbance without cyber indicators
1517,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.12,27.2,27.2,0,Sustained physical disturbance without cyber indicators
1518,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.06,27.13,27.13,0,Sustained physical disturbance without cyber indicators
1519,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.71,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,22.87,26.91,26.91,0,Sustained physical disturbance without cyber indicators
1520,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.71,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,23.0,27.06,27.06,0,Sustained physical disturbance without cyber indicators
1521,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.01,28.25,28.25,0,Sustained physical disturbance without cyber indicators
1522,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.05,28.3,28.3,0,Sustained physical disturbance without cyber indicators
1523,1,1,31.5,0.315,MEDIUM,FAULT,HIGH,0.72,SUSPICIOUS,False,PHYS_VIMB_29;PHYS_CIMB_30,10.0,24.21,28.48,28.48,0,Sustained physical disturbance without cyber indicators
